student_id,age,gender,academic_level,avg_daily_usage_hours,most_used_platform,affects_academic_performance,sleep_hours_per_night,mental_health_score,relationship_status,conflicts_over_social_media,addicted_score,country_name,country_name_std,country_code,gdp_2024,pop_2024,gdp_2023,pop_2023,gdp_latest,pop_latest,sleep_debt,usage_bucket,yoy_gdp_pct,yoy_pop_pct
112,21,Female,Undergraduate,5.8,TikTok,Yes,5.9,6,In Relationship,3,7,India,India,IND,2696.66389984463,1450935791.0,2530.12031278204,1438069596.0,2696.66389984463,1450935791.0,2.0999999999999996,Heavy,6.582437452528262,0.894685141511051
113,19,Male,Undergraduate,4.9,Facebook,No,7.1,7,Single,2,5,Nepal,Nepal,NPL,1447.31004458428,29651054.0,1382.33055769304,29694614.0,1447.31004458428,29651054.0,0.9000000000000004,Heavy,4.700719848057449,-0.14669326902178287
114,22,Female,Graduate,5.5,Instagram,Yes,6.0,5,Single,4,8,Pakistan,Pakistan,PAK,1484.74985864775,251269164.0,1365.16927410976,247504495.0,1484.74985864775,251269164.0,2.0,Heavy,8.759396128071348,1.5210507590983346
115,20,Male,Undergraduate,5.2,TikTok,Yes,6.3,6,In Relationship,3,7,Sri Lanka,Sri Lanka,LKA,4515.56787322732,21916000.0,3798.89016573011,22037000.0,4515.56787322732,21916000.0,1.7000000000000002,Heavy,18.865449545300862,-0.549076553069837
116,19,Female,Undergraduate,4.8,Instagram,No,7.2,8,Single,2,5,Maldives,Maldives,MDV,13215.5353637008,527799.0,12530.3602359683,525994.0,13215.5353637008,527799.0,0.7999999999999998,Heavy,5.468119948903866,0.3431598079065541
117,21,Male,Graduate,6.0,Facebook,Yes,5.8,5,In Relationship,4,8,Bangladesh,Bangladesh,BGD,2593.41607390407,173562364.0,2551.01773827307,171466990.0,2593.41607390407,173562364.0,2.2,Heavy,1.6620164961966073,1.222027633423786
118,20,Female,Undergraduate,5.7,Instagram,Yes,6.1,6,Single,3,7,India,India,IND,2696.66389984463,1450935791.0,2530.12031278204,1438069596.0,2696.66389984463,1450935791.0,1.9000000000000004,Heavy,6.582437452528262,0.894685141511051
119,22,Male,Graduate,4.7,TikTok,No,7.3,7,Single,2,5,Nepal,Nepal,NPL,1447.31004458428,29651054.0,1382.33055769304,29694614.0,1447.31004458428,29651054.0,0.7000000000000002,Heavy,4.700719848057449,-0.14669326902178287
120,19,Female,Undergraduate,5.4,Instagram,Yes,6.2,5,In Relationship,4,8,Pakistan,Pakistan,PAK,1484.74985864775,251269164.0,1365.16927410976,247504495.0,1484.74985864775,251269164.0,1.7999999999999998,Heavy,8.759396128071348,1.5210507590983346
121,20,Male,Undergraduate,5.9,Facebook,Yes,5.9,6,Single,3,7,Sri Lanka,Sri Lanka,LKA,4515.56787322732,21916000.0,3798.89016573011,22037000.0,4515.56787322732,21916000.0,2.0999999999999996,Heavy,18.865449545300862,-0.549076553069837
122,21,Female,Graduate,4.6,Instagram,No,7.4,8,In Relationship,2,5,Maldives,Maldives,MDV,13215.5353637008,527799.0,12530.3602359683,525994.0,13215.5353637008,527799.0,0.5999999999999996,Heavy,5.468119948903866,0.3431598079065541
123,19,Male,Undergraduate,5.3,TikTok,Yes,6.3,5,Single,4,8,Bangladesh,Bangladesh,BGD,2593.41607390407,173562364.0,2551.01773827307,171466990.0,2593.41607390407,173562364.0,1.7000000000000002,Heavy,1.6620164961966073,1.222027633423786
124,22,Female,Graduate,5.8,Instagram,Yes,5.8,6,In Relationship,3,7,India,India,IND,2696.66389984463,1450935791.0,2530.12031278204,1438069596.0,2696.66389984463,1450935791.0,2.2,Heavy,6.582437452528262,0.894685141511051
125,20,Male,Undergraduate,4.5,Facebook,No,7.5,7,Single,2,5,Nepal,Nepal,NPL,1447.31004458428,29651054.0,1382.33055769304,29694614.0,1447.31004458428,29651054.0,0.5,Heavy,4.700719848057449,-0.14669326902178287
126,21,Female,Graduate,5.2,Instagram,Yes,6.4,5,In Relationship,4,8,Pakistan,Pakistan,PAK,1484.74985864775,251269164.0,1365.16927410976,247504495.0,1484.74985864775,251269164.0,1.5999999999999996,Heavy,8.759396128071348,1.5210507590983346
127,19,Male,Undergraduate,5.7,TikTok,Yes,5.7,6,Single,3,7,Sri Lanka,Sri Lanka,LKA,4515.56787322732,21916000.0,3798.89016573011,22037000.0,4515.56787322732,21916000.0,2.3,Heavy,18.865449545300862,-0.549076553069837
128,20,Female,Undergraduate,4.4,Instagram,No,7.6,8,In Relationship,2,5,Maldives,Maldives,MDV,13215.5353637008,527799.0,12530.3602359683,525994.0,13215.5353637008,527799.0,0.40000000000000036,Heavy,5.468119948903866,0.3431598079065541
129,22,Male,Graduate,5.1,Facebook,Yes,6.5,5,Single,4,8,Bangladesh,Bangladesh,BGD,2593.41607390407,173562364.0,2551.01773827307,171466990.0,2593.41607390407,173562364.0,1.5,Heavy,1.6620164961966073,1.222027633423786
130,21,Female,Graduate,5.6,Instagram,Yes,5.6,6,In Relationship,3,7,India,India,IND,2696.66389984463,1450935791.0,2530.12031278204,1438069596.0,2696.66389984463,1450935791.0,2.4000000000000004,Heavy,6.582437452528262,0.894685141511051
131,19,Male,Undergraduate,4.3,TikTok,No,7.7,7,Single,2,5,Nepal,Nepal,NPL,1447.31004458428,29651054.0,1382.33055769304,29694614.0,1447.31004458428,29651054.0,0.2999999999999998,Heavy,4.700719848057449,-0.14669326902178287
132,20,Female,Undergraduate,5.0,Instagram,Yes,6.6,5,In Relationship,4,8,Pakistan,Pakistan,PAK,1484.74985864775,251269164.0,1365.16927410976,247504495.0,1484.74985864775,251269164.0,1.4000000000000004,Heavy,8.759396128071348,1.5210507590983346
133,22,Male,Graduate,5.5,Facebook,Yes,5.5,6,Single,3,7,Sri Lanka,Sri Lanka,LKA,4515.56787322732,21916000.0,3798.89016573011,22037000.0,4515.56787322732,21916000.0,2.5,Heavy,18.865449545300862,-0.549076553069837
134,21,Female,Graduate,4.2,Instagram,No,7.8,8,In Relationship,2,5,Maldives,Maldives,MDV,13215.5353637008,527799.0,12530.3602359683,525994.0,13215.5353637008,527799.0,0.20000000000000018,Heavy,5.468119948903866,0.3431598079065541
135,19,Male,Undergraduate,4.9,TikTok,Yes,6.7,5,Single,4,8,Bangladesh,Bangladesh,BGD,2593.41607390407,173562364.0,2551.01773827307,171466990.0,2593.41607390407,173562364.0,1.2999999999999998,Heavy,1.6620164961966073,1.222027633423786
136,20,Female,Undergraduate,5.4,Instagram,Yes,5.4,6,In Relationship,3,7,India,India,IND,2696.66389984463,1450935791.0,2530.12031278204,1438069596.0,2696.66389984463,1450935791.0,2.5999999999999996,Heavy,6.582437452528262,0.894685141511051
137,22,Male,Graduate,4.1,Facebook,No,7.9,7,Single,2,5,Nepal,Nepal,NPL,1447.31004458428,29651054.0,1382.33055769304,29694614.0,1447.31004458428,29651054.0,0.09999999999999964,Heavy,4.700719848057449,-0.14669326902178287
138,21,Female,Graduate,4.8,Instagram,Yes,6.8,5,In Relationship,4,8,Pakistan,Pakistan,PAK,1484.74985864775,251269164.0,1365.16927410976,247504495.0,1484.74985864775,251269164.0,1.2000000000000002,Heavy,8.759396128071348,1.5210507590983346
139,19,Male,Undergraduate,5.3,TikTok,Yes,5.3,6,Single,3,7,Sri Lanka,Sri Lanka,LKA,4515.56787322732,21916000.0,3798.89016573011,22037000.0,4515.56787322732,21916000.0,2.7,Heavy,18.865449545300862,-0.549076553069837
140,20,Female,Undergraduate,4.0,Instagram,No,8.0,8,In Relationship,2,5,Maldives,Maldives,MDV,13215.5353637008,527799.0,12530.3602359683,525994.0,13215.5353637008,527799.0,0.0,Moderate,5.468119948903866,0.3431598079065541
141,22,Male,Graduate,4.7,Facebook,Yes,6.9,5,Single,4,8,Bangladesh,Bangladesh,BGD,2593.41607390407,173562364.0,2551.01773827307,171466990.0,2593.41607390407,173562364.0,1.0999999999999996,Heavy,1.6620164961966073,1.222027633423786
142,21,Female,Graduate,5.2,Instagram,Yes,5.2,6,In Relationship,3,7,India,India,IND,2696.66389984463,1450935791.0,2530.12031278204,1438069596.0,2696.66389984463,1450935791.0,2.8,Heavy,6.582437452528262,0.894685141511051
143,19,Male,Undergraduate,3.9,TikTok,No,8.1,7,Single,2,5,Nepal,Nepal,NPL,1447.31004458428,29651054.0,1382.33055769304,29694614.0,1447.31004458428,29651054.0,0.0,Moderate,4.700719848057449,-0.14669326902178287
144,20,Female,Undergraduate,4.6,Instagram,Yes,7.0,5,In Relationship,4,8,Pakistan,Pakistan,PAK,1484.74985864775,251269164.0,1365.16927410976,247504495.0,1484.74985864775,251269164.0,1.0,Heavy,8.759396128071348,1.5210507590983346
145,22,Male,Graduate,5.1,Facebook,Yes,5.1,6,Single,3,7,Sri Lanka,Sri Lanka,LKA,4515.56787322732,21916000.0,3798.89016573011,22037000.0,4515.56787322732,21916000.0,2.9000000000000004,Heavy,18.865449545300862,-0.549076553069837
146,21,Female,Graduate,3.8,Instagram,No,8.2,8,In Relationship,2,5,Maldives,Maldives,MDV,13215.5353637008,527799.0,12530.3602359683,525994.0,13215.5353637008,527799.0,0.0,Moderate,5.468119948903866,0.3431598079065541
147,19,Male,Undergraduate,4.5,TikTok,Yes,7.1,5,Single,4,8,Bangladesh,Bangladesh,BGD,2593.41607390407,173562364.0,2551.01773827307,171466990.0,2593.41607390407,173562364.0,0.9000000000000004,Heavy,1.6620164961966073,1.222027633423786
148,20,Female,Undergraduate,5.0,Instagram,Yes,5.0,6,In Relationship,3,7,India,India,IND,2696.66389984463,1450935791.0,2530.12031278204,1438069596.0,2696.66389984463,1450935791.0,3.0,Heavy,6.582437452528262,0.894685141511051
149,22,Male,Graduate,3.7,Facebook,No,8.3,7,Single,2,5,Nepal,Nepal,NPL,1447.31004458428,29651054.0,1382.33055769304,29694614.0,1447.31004458428,29651054.0,0.0,Moderate,4.700719848057449,-0.14669326902178287
150,21,Female,Graduate,4.4,Instagram,Yes,7.2,5,In Relationship,4,8,Pakistan,Pakistan,PAK,1484.74985864775,251269164.0,1365.16927410976,247504495.0,1484.74985864775,251269164.0,0.7999999999999998,Heavy,8.759396128071348,1.5210507590983346
151,19,Male,Undergraduate,4.9,TikTok,Yes,4.9,6,Single,3,7,Sri Lanka,Sri Lanka,LKA,4515.56787322732,21916000.0,3798.89016573011,22037000.0,4515.56787322732,21916000.0,3.0999999999999996,Heavy,18.865449545300862,-0.549076553069837
152,20,Female,Undergraduate,3.6,Instagram,No,8.4,8,In Relationship,2,5,Maldives,Maldives,MDV,13215.5353637008,527799.0,12530.3602359683,525994.0,13215.5353637008,527799.0,0.0,Moderate,5.468119948903866,0.3431598079065541
153,22,Male,Graduate,4.3,Facebook,Yes,7.3,5,Single,4,8,Bangladesh,Bangladesh,BGD,2593.41607390407,173562364.0,2551.01773827307,171466990.0,2593.41607390407,173562364.0,0.7000000000000002,Heavy,1.6620164961966073,1.222027633423786
154,21,Female,Graduate,4.8,Instagram,Yes,4.8,6,In Relationship,3,7,India,India,IND,2696.66389984463,1450935791.0,2530.12031278204,1438069596.0,2696.66389984463,1450935791.0,3.2,Heavy,6.582437452528262,0.894685141511051
155,19,Male,Undergraduate,3.5,TikTok,No,8.5,7,Single,2,5,Nepal,Nepal,NPL,1447.31004458428,29651054.0,1382.33055769304,29694614.0,1447.31004458428,29651054.0,0.0,Moderate,4.700719848057449,-0.14669326902178287
156,20,Female,Undergraduate,4.2,Instagram,Yes,7.4,5,In Relationship,4,8,Pakistan,Pakistan,PAK,1484.74985864775,251269164.0,1365.16927410976,247504495.0,1484.74985864775,251269164.0,0.5999999999999996,Heavy,8.759396128071348,1.5210507590983346
157,22,Male,Graduate,4.7,Facebook,Yes,4.7,6,Single,3,7,Sri Lanka,Sri Lanka,LKA,4515.56787322732,21916000.0,3798.89016573011,22037000.0,4515.56787322732,21916000.0,3.3,Heavy,18.865449545300862,-0.549076553069837
158,21,Female,Graduate,3.4,Instagram,No,8.6,8,In Relationship,2,5,Maldives,Maldives,MDV,13215.5353637008,527799.0,12530.3602359683,525994.0,13215.5353637008,527799.0,0.0,Moderate,5.468119948903866,0.3431598079065541
159,19,Male,Undergraduate,4.1,TikTok,Yes,7.5,5,Single,4,8,Bangladesh,Bangladesh,BGD,2593.41607390407,173562364.0,2551.01773827307,171466990.0,2593.41607390407,173562364.0,0.5,Heavy,1.6620164961966073,1.222027633423786
160,20,Female,Undergraduate,4.6,Instagram,Yes,4.6,6,In Relationship,3,7,India,India,IND,2696.66389984463,1450935791.0,2530.12031278204,1438069596.0,2696.66389984463,1450935791.0,3.4000000000000004,Heavy,6.582437452528262,0.894685141511051
161,19,Female,Undergraduate,5.3,Instagram,Yes,6.1,5,Single,3,7,Bangladesh,Bangladesh,BGD,2593.41607390407,173562364.0,2551.01773827307,171466990.0,2593.41607390407,173562364.0,1.9000000000000004,Heavy,1.6620164961966073,1.222027633423786
162,21,Male,Graduate,4.8,Facebook,No,7.2,7,In Relationship,2,6,India,India,IND,2696.66389984463,1450935791.0,2530.12031278204,1438069596.0,2696.66389984463,1450935791.0,0.7999999999999998,Heavy,6.582437452528262,0.894685141511051
163,20,Female,Undergraduate,5.5,TikTok,Yes,5.9,6,Single,4,8,Nepal,Nepal,NPL,1447.31004458428,29651054.0,1382.33055769304,29694614.0,1447.31004458428,29651054.0,2.0999999999999996,Heavy,4.700719848057449,-0.14669326902178287
164,22,Male,Graduate,4.7,Instagram,Yes,6.3,5,In Relationship,3,7,Pakistan,Pakistan,PAK,1484.74985864775,251269164.0,1365.16927410976,247504495.0,1484.74985864775,251269164.0,1.7000000000000002,Heavy,8.759396128071348,1.5210507590983346
165,19,Female,Undergraduate,5.1,Facebook,No,7.0,7,Single,2,5,Sri Lanka,Sri Lanka,LKA,4515.56787322732,21916000.0,3798.89016573011,22037000.0,4515.56787322732,21916000.0,1.0,Heavy,18.865449545300862,-0.549076553069837
166,21,Male,Graduate,5.4,TikTok,Yes,6.0,6,In Relationship,4,8,Maldives,Maldives,MDV,13215.5353637008,527799.0,12530.3602359683,525994.0,13215.5353637008,527799.0,2.0,Heavy,5.468119948903866,0.3431598079065541
167,20,Female,Undergraduate,4.9,Instagram,Yes,6.4,5,Single,3,7,Bangladesh,Bangladesh,BGD,2593.41607390407,173562364.0,2551.01773827307,171466990.0,2593.41607390407,173562364.0,1.5999999999999996,Heavy,1.6620164961966073,1.222027633423786
168,22,Male,Graduate,5.2,Facebook,No,7.1,7,In Relationship,2,6,India,India,IND,2696.66389984463,1450935791.0,2530.12031278204,1438069596.0,2696.66389984463,1450935791.0,0.9000000000000004,Heavy,6.582437452528262,0.894685141511051
169,19,Female,Undergraduate,5.6,TikTok,Yes,5.8,6,Single,4,8,Nepal,Nepal,NPL,1447.31004458428,29651054.0,1382.33055769304,29694614.0,1447.31004458428,29651054.0,2.2,Heavy,4.700719848057449,-0.14669326902178287
170,21,Male,Graduate,4.6,Instagram,Yes,6.5,5,In Relationship,3,7,Pakistan,Pakistan,PAK,1484.74985864775,251269164.0,1365.16927410976,247504495.0,1484.74985864775,251269164.0,1.5,Heavy,8.759396128071348,1.5210507590983346
171,20,Female,Undergraduate,5.0,Facebook,No,7.3,7,Single,2,5,Sri Lanka,Sri Lanka,LKA,4515.56787322732,21916000.0,3798.89016573011,22037000.0,4515.56787322732,21916000.0,0.7000000000000002,Heavy,18.865449545300862,-0.549076553069837
172,22,Male,Graduate,5.3,TikTok,Yes,5.7,6,In Relationship,4,8,Maldives,Maldives,MDV,13215.5353637008,527799.0,12530.3602359683,525994.0,13215.5353637008,527799.0,2.3,Heavy,5.468119948903866,0.3431598079065541
173,19,Female,Undergraduate,4.8,Instagram,Yes,6.6,5,Single,3,7,Bangladesh,Bangladesh,BGD,2593.41607390407,173562364.0,2551.01773827307,171466990.0,2593.41607390407,173562364.0,1.4000000000000004,Heavy,1.6620164961966073,1.222027633423786
174,21,Male,Graduate,5.1,Facebook,No,7.4,7,In Relationship,2,6,India,India,IND,2696.66389984463,1450935791.0,2530.12031278204,1438069596.0,2696.66389984463,1450935791.0,0.5999999999999996,Heavy,6.582437452528262,0.894685141511051
175,20,Female,Undergraduate,5.7,TikTok,Yes,5.6,6,Single,4,8,Nepal,Nepal,NPL,1447.31004458428,29651054.0,1382.33055769304,29694614.0,1447.31004458428,29651054.0,2.4000000000000004,Heavy,4.700719848057449,-0.14669326902178287
176,22,Male,Graduate,4.5,Instagram,Yes,6.7,5,In Relationship,3,7,Pakistan,Pakistan,PAK,1484.74985864775,251269164.0,1365.16927410976,247504495.0,1484.74985864775,251269164.0,1.2999999999999998,Heavy,8.759396128071348,1.5210507590983346
177,19,Female,Undergraduate,4.9,Facebook,No,7.5,7,Single,2,5,Sri Lanka,Sri Lanka,LKA,4515.56787322732,21916000.0,3798.89016573011,22037000.0,4515.56787322732,21916000.0,0.5,Heavy,18.865449545300862,-0.549076553069837
178,21,Male,Graduate,5.2,TikTok,Yes,5.5,6,In Relationship,4,8,Maldives,Maldives,MDV,13215.5353637008,527799.0,12530.3602359683,525994.0,13215.5353637008,527799.0,2.5,Heavy,5.468119948903866,0.3431598079065541
179,20,Female,Undergraduate,4.7,Instagram,Yes,6.8,5,Single,3,7,Bangladesh,Bangladesh,BGD,2593.41607390407,173562364.0,2551.01773827307,171466990.0,2593.41607390407,173562364.0,1.2000000000000002,Heavy,1.6620164961966073,1.222027633423786
180,22,Male,Graduate,5.0,Facebook,No,7.6,7,In Relationship,2,6,India,India,IND,2696.66389984463,1450935791.0,2530.12031278204,1438069596.0,2696.66389984463,1450935791.0,0.40000000000000036,Heavy,6.582437452528262,0.894685141511051
181,19,Female,Undergraduate,5.8,TikTok,Yes,5.4,6,Single,4,8,Nepal,Nepal,NPL,1447.31004458428,29651054.0,1382.33055769304,29694614.0,1447.31004458428,29651054.0,2.5999999999999996,Heavy,4.700719848057449,-0.14669326902178287
182,21,Male,Graduate,4.4,Instagram,Yes,6.9,5,In Relationship,3,7,Pakistan,Pakistan,PAK,1484.74985864775,251269164.0,1365.16927410976,247504495.0,1484.74985864775,251269164.0,1.0999999999999996,Heavy,8.759396128071348,1.5210507590983346
183,20,Female,Undergraduate,4.8,Facebook,No,7.7,7,Single,2,5,Sri Lanka,Sri Lanka,LKA,4515.56787322732,21916000.0,3798.89016573011,22037000.0,4515.56787322732,21916000.0,0.2999999999999998,Heavy,18.865449545300862,-0.549076553069837
184,22,Male,Graduate,5.1,TikTok,Yes,5.3,6,In Relationship,4,8,Maldives,Maldives,MDV,13215.5353637008,527799.0,12530.3602359683,525994.0,13215.5353637008,527799.0,2.7,Heavy,5.468119948903866,0.3431598079065541
185,19,Female,Undergraduate,4.6,Instagram,Yes,7.0,5,Single,3,7,Bangladesh,Bangladesh,BGD,2593.41607390407,173562364.0,2551.01773827307,171466990.0,2593.41607390407,173562364.0,1.0,Heavy,1.6620164961966073,1.222027633423786
186,21,Male,Graduate,4.9,Facebook,No,7.8,7,In Relationship,2,6,India,India,IND,2696.66389984463,1450935791.0,2530.12031278204,1438069596.0,2696.66389984463,1450935791.0,0.20000000000000018,Heavy,6.582437452528262,0.894685141511051
187,20,Female,Undergraduate,5.9,TikTok,Yes,5.2,6,Single,4,8,Nepal,Nepal,NPL,1447.31004458428,29651054.0,1382.33055769304,29694614.0,1447.31004458428,29651054.0,2.8,Heavy,4.700719848057449,-0.14669326902178287
188,22,Male,Graduate,4.3,Instagram,Yes,7.1,5,In Relationship,3,7,Pakistan,Pakistan,PAK,1484.74985864775,251269164.0,1365.16927410976,247504495.0,1484.74985864775,251269164.0,0.9000000000000004,Heavy,8.759396128071348,1.5210507590983346
189,19,Female,Undergraduate,4.7,Facebook,No,7.9,7,Single,2,5,Sri Lanka,Sri Lanka,LKA,4515.56787322732,21916000.0,3798.89016573011,22037000.0,4515.56787322732,21916000.0,0.09999999999999964,Heavy,18.865449545300862,-0.549076553069837
190,21,Male,Graduate,5.0,TikTok,Yes,5.1,6,In Relationship,4,8,Maldives,Maldives,MDV,13215.5353637008,527799.0,12530.3602359683,525994.0,13215.5353637008,527799.0,2.9000000000000004,Heavy,5.468119948903866,0.3431598079065541
191,20,Female,Undergraduate,4.5,Instagram,Yes,7.2,5,Single,3,7,Bangladesh,Bangladesh,BGD,2593.41607390407,173562364.0,2551.01773827307,171466990.0,2593.41607390407,173562364.0,0.7999999999999998,Heavy,1.6620164961966073,1.222027633423786
192,22,Male,Graduate,4.8,Facebook,No,8.0,7,In Relationship,2,6,India,India,IND,2696.66389984463,1450935791.0,2530.12031278204,1438069596.0,2696.66389984463,1450935791.0,0.0,Heavy,6.582437452528262,0.894685141511051
193,19,Female,Undergraduate,6.0,TikTok,Yes,5.0,6,Single,4,8,Nepal,Nepal,NPL,1447.31004458428,29651054.0,1382.33055769304,29694614.0,1447.31004458428,29651054.0,3.0,Heavy,4.700719848057449,-0.14669326902178287
194,21,Male,Graduate,4.2,Instagram,Yes,7.3,5,In Relationship,3,7,Pakistan,Pakistan,PAK,1484.74985864775,251269164.0,1365.16927410976,247504495.0,1484.74985864775,251269164.0,0.7000000000000002,Heavy,8.759396128071348,1.5210507590983346
195,20,Female,Undergraduate,4.6,Facebook,No,8.1,7,Single,2,5,Sri Lanka,Sri Lanka,LKA,4515.56787322732,21916000.0,3798.89016573011,22037000.0,4515.56787322732,21916000.0,0.0,Heavy,18.865449545300862,-0.549076553069837
196,22,Male,Graduate,4.9,TikTok,Yes,4.9,6,In Relationship,4,8,Maldives,Maldives,MDV,13215.5353637008,527799.0,12530.3602359683,525994.0,13215.5353637008,527799.0,3.0999999999999996,Heavy,5.468119948903866,0.3431598079065541
197,19,Female,Undergraduate,4.4,Instagram,Yes,7.4,5,Single,3,7,Bangladesh,Bangladesh,BGD,2593.41607390407,173562364.0,2551.01773827307,171466990.0,2593.41607390407,173562364.0,0.5999999999999996,Heavy,1.6620164961966073,1.222027633423786
198,21,Male,Graduate,4.7,Facebook,No,8.2,7,In Relationship,2,6,India,India,IND,2696.66389984463,1450935791.0,2530.12031278204,1438069596.0,2696.66389984463,1450935791.0,0.0,Heavy,6.582437452528262,0.894685141511051
199,20,Female,Undergraduate,6.1,TikTok,Yes,4.8,6,Single,4,8,Nepal,Nepal,NPL,1447.31004458428,29651054.0,1382.33055769304,29694614.0,1447.31004458428,29651054.0,3.2,Extreme,4.700719848057449,-0.14669326902178287
200,22,Male,Graduate,4.1,Instagram,Yes,7.5,5,In Relationship,3,7,Pakistan,Pakistan,PAK,1484.74985864775,251269164.0,1365.16927410976,247504495.0,1484.74985864775,251269164.0,0.5,Heavy,8.759396128071348,1.5210507590983346
201,19,Female,Undergraduate,4.5,Facebook,No,8.3,7,Single,2,5,Sri Lanka,Sri Lanka,LKA,4515.56787322732,21916000.0,3798.89016573011,22037000.0,4515.56787322732,21916000.0,0.0,Heavy,18.865449545300862,-0.549076553069837
202,21,Male,Graduate,4.8,TikTok,Yes,4.7,6,In Relationship,4,8,Maldives,Maldives,MDV,13215.5353637008,527799.0,12530.3602359683,525994.0,13215.5353637008,527799.0,3.3,Heavy,5.468119948903866,0.3431598079065541
203,20,Female,Undergraduate,4.3,Instagram,Yes,7.6,5,Single,3,7,Bangladesh,Bangladesh,BGD,2593.41607390407,173562364.0,2551.01773827307,171466990.0,2593.41607390407,173562364.0,0.40000000000000036,Heavy,1.6620164961966073,1.222027633423786
204,22,Male,Graduate,4.6,Facebook,No,8.4,7,In Relationship,2,6,India,India,IND,2696.66389984463,1450935791.0,2530.12031278204,1438069596.0,2696.66389984463,1450935791.0,0.0,Heavy,6.582437452528262,0.894685141511051
205,19,Female,Undergraduate,6.2,TikTok,Yes,4.6,6,Single,4,8,Nepal,Nepal,NPL,1447.31004458428,29651054.0,1382.33055769304,29694614.0,1447.31004458428,29651054.0,3.4000000000000004,Extreme,4.700719848057449,-0.14669326902178287
206,21,Male,Graduate,4.0,Instagram,Yes,7.7,5,In Relationship,3,7,Pakistan,Pakistan,PAK,1484.74985864775,251269164.0,1365.16927410976,247504495.0,1484.74985864775,251269164.0,0.2999999999999998,Moderate,8.759396128071348,1.5210507590983346
207,20,Female,Undergraduate,4.4,Facebook,No,8.5,7,Single,2,5,Sri Lanka,Sri Lanka,LKA,4515.56787322732,21916000.0,3798.89016573011,22037000.0,4515.56787322732,21916000.0,0.0,Heavy,18.865449545300862,-0.549076553069837
208,22,Male,Graduate,4.7,TikTok,Yes,4.5,6,In Relationship,4,8,Maldives,Maldives,MDV,13215.5353637008,527799.0,12530.3602359683,525994.0,13215.5353637008,527799.0,3.5,Heavy,5.468119948903866,0.3431598079065541
209,19,Female,Undergraduate,4.2,Instagram,Yes,7.8,5,Single,3,7,Bangladesh,Bangladesh,BGD,2593.41607390407,173562364.0,2551.01773827307,171466990.0,2593.41607390407,173562364.0,0.20000000000000018,Heavy,1.6620164961966073,1.222027633423786
210,21,Male,Graduate,4.5,Facebook,No,8.6,7,In Relationship,2,6,India,India,IND,2696.66389984463,1450935791.0,2530.12031278204,1438069596.0,2696.66389984463,1450935791.0,0.0,Heavy,6.582437452528262,0.894685141511051
211,20,Female,Undergraduate,6.3,TikTok,Yes,4.4,6,Single,4,8,Nepal,Nepal,NPL,1447.31004458428,29651054.0,1382.33055769304,29694614.0,1447.31004458428,29651054.0,3.5999999999999996,Extreme,4.700719848057449,-0.14669326902178287
212,22,Male,Graduate,3.9,Instagram,Yes,7.9,5,In Relationship,3,7,Pakistan,Pakistan,PAK,1484.74985864775,251269164.0,1365.16927410976,247504495.0,1484.74985864775,251269164.0,0.09999999999999964,Moderate,8.759396128071348,1.5210507590983346
213,19,Female,Undergraduate,4.3,Facebook,No,8.7,7,Single,2,5,Sri Lanka,Sri Lanka,LKA,4515.56787322732,21916000.0,3798.89016573011,22037000.0,4515.56787322732,21916000.0,0.0,Heavy,18.865449545300862,-0.549076553069837
214,21,Male,Graduate,4.6,TikTok,Yes,4.3,6,In Relationship,4,8,Maldives,Maldives,MDV,13215.5353637008,527799.0,12530.3602359683,525994.0,13215.5353637008,527799.0,3.7,Heavy,5.468119948903866,0.3431598079065541
215,20,Female,Undergraduate,4.1,Instagram,Yes,8.0,5,Single,3,7,Bangladesh,Bangladesh,BGD,2593.41607390407,173562364.0,2551.01773827307,171466990.0,2593.41607390407,173562364.0,0.0,Heavy,1.6620164961966073,1.222027633423786
216,22,Male,Graduate,4.4,Facebook,No,8.8,7,In Relationship,2,6,India,India,IND,2696.66389984463,1450935791.0,2530.12031278204,1438069596.0,2696.66389984463,1450935791.0,0.0,Heavy,6.582437452528262,0.894685141511051
217,19,Female,Undergraduate,6.4,TikTok,Yes,4.2,6,Single,4,8,Nepal,Nepal,NPL,1447.31004458428,29651054.0,1382.33055769304,29694614.0,1447.31004458428,29651054.0,3.8,Extreme,4.700719848057449,-0.14669326902178287
218,21,Male,Graduate,3.8,Instagram,Yes,8.1,5,In Relationship,3,7,Pakistan,Pakistan,PAK,1484.74985864775,251269164.0,1365.16927410976,247504495.0,1484.74985864775,251269164.0,0.0,Moderate,8.759396128071348,1.5210507590983346
219,20,Female,Undergraduate,4.2,Facebook,No,8.9,7,Single,2,5,Sri Lanka,Sri Lanka,LKA,4515.56787322732,21916000.0,3798.89016573011,22037000.0,4515.56787322732,21916000.0,0.0,Heavy,18.865449545300862,-0.549076553069837
220,22,Male,Graduate,4.5,TikTok,Yes,4.1,6,In Relationship,4,8,Maldives,Maldives,MDV,13215.5353637008,527799.0,12530.3602359683,525994.0,13215.5353637008,527799.0,3.9000000000000004,Heavy,5.468119948903866,0.3431598079065541
221,19,Female,Undergraduate,6.5,Instagram,Yes,6.0,5,Single,4,9,USA,United States,USA,85809.9003846356,340110988.0,82304.6204272866,336806231.0,85809.9003846356,340110988.0,2.0,Extreme,4.2589103007234,0.9812042343123991
